edge_id,from_id,from_type,relationship,to_id,to_type,association_class,direction,evidence_strength,evidence_state,context_ids,trigger_ids,source_ids,exact_source_location,rule_id,snapshot_id,confidence_state,strength_if_quantified,unit_if_quantified,created_at,notes
edge-00790,preethi-pressure-cookers,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_3,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00791,preethi-pressure-cookers,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_4,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00792,preethi-pressure-cookers,CATEGORY,TRIGGERED_BY,FOOD_TRIG_0,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00793,preethi-pressure-cookers,CATEGORY,TRIGGERED_BY,FOOD_TRIG_1,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00794,preethi-pressure-cookers,CATEGORY,TRIGGERED_BY,FOOD_TRIG_2,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00795,preethi-pressure-cookers,CATEGORY,TRIGGERED_BY,FOOD_TRIG_3,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00796,preethi-pressure-cookers,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_0,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00797,preethi-pressure-cookers,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_1,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00798,preethi-pressure-cookers,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_2,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00799,preethi-pressure-cookers,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_3,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00800,preethi-pressure-cookers,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_4,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00801,preethi-pressure-cookers,CATEGORY,CREATES_FRICTION,FOOD_FRIC_0,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00802,preethi-pressure-cookers,CATEGORY,CREATES_FRICTION,FOOD_FRIC_1,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00803,preethi-pressure-cookers,CATEGORY,CREATES_FRICTION,FOOD_FRIC_2,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00804,preethi-pressure-cookers,CATEGORY,CREATES_FRICTION,FOOD_FRIC_3,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00805,preethi-pressure-cookers,CATEGORY,CREATES_FRICTION,FOOD_FRIC_4,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00806,preethi-pressure-cookers,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_0,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00807,preethi-pressure-cookers,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_1,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00808,preethi-pressure-cookers,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_2,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00809,preethi-pressure-cookers,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_3,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00810,preethi-cookware,CATEGORY,SERVES_JOB,FOOD_JOB_0,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00811,preethi-cookware,CATEGORY,SERVES_JOB,FOOD_JOB_1,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00812,preethi-cookware,CATEGORY,SERVES_JOB,FOOD_JOB_2,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00813,preethi-cookware,CATEGORY,SERVES_JOB,FOOD_JOB_3,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00814,preethi-cookware,CATEGORY,SERVES_JOB,FOOD_JOB_4,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00815,preethi-cookware,CATEGORY,ADDRESSES_NEED,FOOD_NEED_0,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00816,preethi-cookware,CATEGORY,ADDRESSES_NEED,FOOD_NEED_1,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00817,preethi-cookware,CATEGORY,ADDRESSES_NEED,FOOD_NEED_2,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00818,preethi-cookware,CATEGORY,ADDRESSES_NEED,FOOD_NEED_3,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00819,preethi-cookware,CATEGORY,ADDRESSES_NEED,FOOD_NEED_4,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00820,preethi-cookware,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_0,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00821,preethi-cookware,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_1,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00822,preethi-cookware,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_2,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00823,preethi-cookware,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_3,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00824,preethi-cookware,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_4,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00825,preethi-cookware,CATEGORY,TRIGGERED_BY,FOOD_TRIG_0,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00826,preethi-cookware,CATEGORY,TRIGGERED_BY,FOOD_TRIG_1,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00827,preethi-cookware,CATEGORY,TRIGGERED_BY,FOOD_TRIG_2,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00828,preethi-cookware,CATEGORY,TRIGGERED_BY,FOOD_TRIG_3,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00829,preethi-cookware,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_0,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00830,preethi-cookware,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_1,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00831,preethi-cookware,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_2,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00832,preethi-cookware,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_3,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00833,preethi-cookware,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_4,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00834,preethi-cookware,CATEGORY,CREATES_FRICTION,FOOD_FRIC_0,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00835,preethi-cookware,CATEGORY,CREATES_FRICTION,FOOD_FRIC_1,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00836,preethi-cookware,CATEGORY,CREATES_FRICTION,FOOD_FRIC_2,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00837,preethi-cookware,CATEGORY,CREATES_FRICTION,FOOD_FRIC_3,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00838,preethi-cookware,CATEGORY,CREATES_FRICTION,FOOD_FRIC_4,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00839,preethi-cookware,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_0,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00840,preethi-cookware,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_1,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00841,preethi-cookware,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_2,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00842,preethi-cookware,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_3,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00843,walita-kitchen,CATEGORY,SERVES_JOB,FOOD_JOB_0,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00844,walita-kitchen,CATEGORY,SERVES_JOB,FOOD_JOB_1,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00845,walita-kitchen,CATEGORY,SERVES_JOB,FOOD_JOB_2,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00846,walita-kitchen,CATEGORY,SERVES_JOB,FOOD_JOB_3,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00847,walita-kitchen,CATEGORY,SERVES_JOB,FOOD_JOB_4,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00848,walita-kitchen,CATEGORY,ADDRESSES_NEED,FOOD_NEED_0,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00849,walita-kitchen,CATEGORY,ADDRESSES_NEED,FOOD_NEED_1,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00850,walita-kitchen,CATEGORY,ADDRESSES_NEED,FOOD_NEED_2,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00851,walita-kitchen,CATEGORY,ADDRESSES_NEED,FOOD_NEED_3,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00852,walita-kitchen,CATEGORY,ADDRESSES_NEED,FOOD_NEED_4,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00853,walita-kitchen,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_0,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00854,walita-kitchen,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_1,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00855,walita-kitchen,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_2,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00856,walita-kitchen,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_3,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00857,walita-kitchen,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_4,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00858,walita-kitchen,CATEGORY,TRIGGERED_BY,FOOD_TRIG_0,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00859,walita-kitchen,CATEGORY,TRIGGERED_BY,FOOD_TRIG_1,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00860,walita-kitchen,CATEGORY,TRIGGERED_BY,FOOD_TRIG_2,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00861,walita-kitchen,CATEGORY,TRIGGERED_BY,FOOD_TRIG_3,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00862,walita-kitchen,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_0,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00863,walita-kitchen,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_1,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00864,walita-kitchen,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_2,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00865,walita-kitchen,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_3,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00866,walita-kitchen,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_4,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00867,walita-kitchen,CATEGORY,CREATES_FRICTION,FOOD_FRIC_0,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00868,walita-kitchen,CATEGORY,CREATES_FRICTION,FOOD_FRIC_1,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00869,walita-kitchen,CATEGORY,CREATES_FRICTION,FOOD_FRIC_2,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00870,walita-kitchen,CATEGORY,CREATES_FRICTION,FOOD_FRIC_3,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00871,walita-kitchen,CATEGORY,CREATES_FRICTION,FOOD_FRIC_4,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00872,walita-kitchen,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_0,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00873,walita-kitchen,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_1,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00874,walita-kitchen,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_2,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00875,walita-kitchen,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_3,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00876,philips-floor-care,CATEGORY,SERVES_JOB,FLOOR_JOB_0,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00877,philips-floor-care,CATEGORY,SERVES_JOB,FLOOR_JOB_1,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00878,philips-floor-care,CATEGORY,SERVES_JOB,FLOOR_JOB_2,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00879,philips-floor-care,CATEGORY,SERVES_JOB,FLOOR_JOB_3,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
